company_name,uen,industry,country,city,website,short_description,source
ASIAGOLF GMBH,53159655M,,Singapore,Singapore,,,acra
MAKER TRADING PTE. LTD.,200802305W,,Singapore,Singapore,,,acra
DAYTON WALTHER (SINGAPORE) PTE LTD,198002533N,,Singapore,Singapore,,,acra
INNOVATIVE CONSULTANTS,49980600W,,Singapore,Singapore,,,acra
DATAFELLAS IT SERVICES,52951987M,,Singapore,Singapore,,,acra
NIU ONE PTE. LTD.,202025105R,,Singapore,Singapore,,,acra
ROV TECHNOLOGY DEVELOPMENT PTE. LTD.,202104965Z,,Singapore,Singapore,,,acra
ASIACONEX INTERNATIONAL,53191523M,,Singapore,Singapore,,,acra
GBI CONSULTING PTE. LTD.,201011366D,,Singapore,Singapore,,,acra
MEKONG VENTURE MANAGERS PTE. LTD.,200808381N,,Singapore,Singapore,,,acra
MEWAH BRANDS (S) PTE. LTD.,199706945D,,Singapore,Singapore,,,acra
SEE SING PLASTIC INDUSTRIES,06156600D,,Singapore,Singapore,,,acra
JL GADGETS PTE. LTD.,201908655M,,Singapore,Singapore,,,acra
CFMGLOBAL PTE. LTD.,201823930G,,Singapore,Singapore,,,acra
MEIZI PTE. LTD.,200416655N,,Singapore,Singapore,,,acra
CONSPOR MARKETING,33348400B,,Singapore,Singapore,,,acra
SINSTAR TECH PTE. LTD.,202400706K,,Singapore,Singapore,,,acra
ANNA & MOON IMPORT EXPORT,33931100B,,Singapore,Singapore,,,acra
BROMAX PTE. LTD.,200909217R,,Singapore,Singapore,,,acra
FALAH INTERNATIONAL (PTE.) LTD.,201015837N,,Singapore,Singapore,,,acra
FAB-APPAREL ENTERPRISE,53136948W,,Singapore,Singapore,,,acra
HOSTING ASIA NETWORKS,53056160C,,Singapore,Singapore,,,acra
NEW PEPTIDE BIOTECHNOLOGY (S) PTE. LTD.,202040413E,,Singapore,Singapore,,,acra
ENG BROTHER CONSULTING,53246289X,,Singapore,Singapore,,,acra
STUDIOJALAN PRODUCTIONS,53224894E,,Singapore,Singapore,,,acra
OCEANROCK PROFESSIONAL SERVICES,53423100D,,Singapore,Singapore,,,acra
KOJIN DESIGN LLP,T14LL0380K,,Singapore,Singapore,,,acra
CENTURY WOOD PRODUCTS PTE LTD,198801284W,,Singapore,Singapore,,,acra
THAI MIAOSHAN FENG SHUI,53371392K,,Singapore,Singapore,,,acra
LA GLOBAL BEVERAGES PTE. LTD.,201432157Z,,Singapore,Singapore,,,acra
RELIANCE MATCH FRIENDSHIP & MARRIAGE AID,42708600X,,Singapore,Singapore,,,acra
DINOR CLEANING SERVICES,52881513W,,Singapore,Singapore,,,acra
COLORFULINK TECHNOLOGY,52921540C,,Singapore,Singapore,,,acra
ZOC CLEANING SERVICES,53458861A,,Singapore,Singapore,,,acra
BREN & GANN TRADING,53073581D,,Singapore,Singapore,,,acra
HANDLEBAR WASH & SHINE,53431417A,,Singapore,Singapore,,,acra
MARINA CENTRAL DEVELOPMENT PTE. LTD.,201630274C,,Singapore,Singapore,,,acra
YSS METAL PTE. LTD.,202443327K,,Singapore,Singapore,,,acra
KIT SIANG BUFFET SERVICE,46669000B,,Singapore,Singapore,,,acra
DCEWELL PTE. LTD.,202135214N,,Singapore,Singapore,,,acra
TEA N THINGS,52935577M,,Singapore,Singapore,,,acra
CONFIDENCE TRAVEL AND TOURISM INTERNATIONAL,53175435M,,Singapore,Singapore,,,acra
GABBIVERSE,53458708M,,Singapore,Singapore,,,acra
BISTAR MARKETING,33466900J,,Singapore,Singapore,,,acra
LINGUAPHONE LANGUAGE CENTRE,53146710D,,Singapore,Singapore,,,acra
XINGBOTICS PTE. LTD.,201135308N,,Singapore,Singapore,,,acra
ECO IDESIGN PTE. LTD.,201611787Z,,Singapore,Singapore,,,acra
UNCLE CHANG'S MINIMART,53171861A,,Singapore,Singapore,,,acra
TRILOG PTE. LTD.,200717637W,,Singapore,Singapore,,,acra
CRYSTAL HK KITCHEN,53125732X,,Singapore,Singapore,,,acra
KIT LYE BUILDING CONTRACTOR,27150200B,,Singapore,Singapore,,,acra
NATUSOIN ENTERPRISE,49931000D,,Singapore,Singapore,,,acra
TAIKOO PTE. LTD.,201824236G,,Singapore,Singapore,,,acra
KONG FISHERY,22590300L,,Singapore,Singapore,,,acra
POSITIVE LIFE ASIA,53394022B,,Singapore,Singapore,,,acra
INLAND EQUIPMENT & MACHINERY PTE LTD,200106759D,,Singapore,Singapore,,,acra
JENNY BEAUTY SHOP,53138488L,,Singapore,Singapore,,,acra
MATCON LOGISTICS PTE LTD,199403229Z,,Singapore,Singapore,,,acra
GMC CLEANING SERVICE,48664200C,,Singapore,Singapore,,,acra
DEER SING PRIVATE LIMITED,202036284R,,Singapore,Singapore,,,acra
GUMMY,53428694A,,Singapore,Singapore,,,acra
LEE TONG KEE INVESTMENTS PTE LTD,199102098C,,Singapore,Singapore,,,acra
INRO ENTERPRISE,53004333E,,Singapore,Singapore,,,acra
BIOSTATIONERY LLP,T13LL1361D,,Singapore,Singapore,,,acra
JIT SHENG INTERIOR FURNISHING,34563100E,,Singapore,Singapore,,,acra
COSMETICS FASHION,53278664E,,Singapore,Singapore,,,acra
NEXTEC APPLICATIONS PTE LTD,200003407C,,Singapore,Singapore,,,acra
SAGEL HOLDINGS PTE. LTD.,202001352N,,Singapore,Singapore,,,acra
AKA GLOBAL PTE. LTD.,201206139Z,,Singapore,Singapore,,,acra
UNIQUE ART STUDIO,53047156J,,Singapore,Singapore,,,acra
SN DOMAINS PTE. LTD.,201310892E,,Singapore,Singapore,,,acra
BESTWAY FOOTWEAR TRADING,52808604M,,Singapore,Singapore,,,acra
TAI SAN PRIVATE INVESTIGATION AGENCY,49854600D,,Singapore,Singapore,,,acra
D N ENGINEERING CONSTRUCTION PTE LTD,199301693E,,Singapore,Singapore,,,acra
NETWORK PARTNERS PTE LTD,200102089N,,Singapore,Singapore,,,acra
KINTSU INTERIOR STUDIO PTE. LTD.,202511842K,,Singapore,Singapore,,,acra
LEO KIDZ INTERNATIONAL CHINA PTE. LTD.,201308831K,,Singapore,Singapore,,,acra
FAIRWIND AGENCY PTE LTD,197201290Z,,Singapore,Singapore,,,acra
NAMIREI TECHNICAL WORKS PTE. LTD.,201304091E,,Singapore,Singapore,,,acra
7-BIT TECHNOTRONICS,52971957J,,Singapore,Singapore,,,acra
EDC LANDSCAPE CONSULTANTS,30138400B,,Singapore,Singapore,,,acra
MASPITA PRODUCTIONS,25555000J,,Singapore,Singapore,,,acra
WANG SHENG BEAUTY CENTRE,53079608B,,Singapore,Singapore,,,acra
WONG CHONG GUAN SERVICE,53326948B,,Singapore,Singapore,,,acra
ALPACA MEDICAL PTE. LTD.,201719643E,,Singapore,Singapore,,,acra
CHAI SEN INVESTMENTS PTE. LTD.,200001529K,,Singapore,Singapore,,,acra
EGEN EVENTS & MARKETING,53371750K,,Singapore,Singapore,,,acra
VASTLAND GLOBAL PTE. LTD.,202522210W,,Singapore,Singapore,,,acra
THAI LUANG,53288547C,,Singapore,Singapore,,,acra
H.M.L. FOODSTUFFS SUPPLIER,48937300C,,Singapore,Singapore,,,acra
KEE WOON CONSTRUCTION AND RENOVATION,52883470C,,Singapore,Singapore,,,acra
JAMES LEE & BROTHERS PROFESSIONAL CAR GROOMING,53110097M,,Singapore,Singapore,,,acra
WOODSIDE GARDEN SUPPLIES,53449771C,,Singapore,Singapore,,,acra
BOSS ICE CREAM CAKE & CONFECTIONERY HOUSE,30835700X,,Singapore,Singapore,,,acra
PHARMATRIAL PTE. LTD.,200712837E,,Singapore,Singapore,,,acra
A&J DELIVERY,53409801X,,Singapore,Singapore,,,acra
JY TEAMS  MEDIA,53229566L,,Singapore,Singapore,,,acra
AURAXIS HUMAN RESOURCE SERVICES PTE. LTD.,202557948C,,Singapore,Singapore,,,acra
STRATEGIC SUPPLY CHAINS,53447199D,,Singapore,Singapore,,,acra
IMPERIAL LIGHTING & SERVICING,53163978M,,Singapore,Singapore,,,acra
"UNITED INVESTMENTS, MALAYA, LTD.",193500004M,,Singapore,Singapore,,,acra
SIN MING FUNERAL PARLOUR,26617600C,,Singapore,Singapore,,,acra
KIDSCAMPUS WHAMPOA PTE. LTD.,201916745Z,,Singapore,Singapore,,,acra
HOE NAH ENGINEERING PTE. LTD.,202127470K,,Singapore,Singapore,,,acra
SWISS SPA,53266951K,,Singapore,Singapore,,,acra
UDB MANAGEMENT CONSULTANT PTE. LTD.,202431904H,,Singapore,Singapore,,,acra
GEK POH (762) PTE. LTD.,200807363N,,Singapore,Singapore,,,acra
KIM TAI WOON FOODSTUFFS TRADING,35245800C,,Singapore,Singapore,,,acra
FRONTIER EDUCATIONAL SERVICES,52841903W,,Singapore,Singapore,,,acra
GOH KIM CHYE ENTERPRISE,53021851L,,Singapore,Singapore,,,acra
80-EVOLUTION,53175081K,,Singapore,Singapore,,,acra
THE ADVENTURE GAME,53227330C,,Singapore,Singapore,,,acra
PCK DESIGN & CONTRACT,52888176X,,Singapore,Singapore,,,acra
KK SERVICES,53339803K,,Singapore,Singapore,,,acra
PRECISE MACH TOOLS & TRADING,46961400E,,Singapore,Singapore,,,acra
WIND SOLUTIONS PTE. LTD.,202425629M,,Singapore,Singapore,,,acra
EDSPAZE PTE. LTD.,202122101G,,Singapore,Singapore,,,acra
ALIXR DESIGN STUDIO,53468342L,,Singapore,Singapore,,,acra
WORLD OF FORTUNE,53104505J,,Singapore,Singapore,,,acra
IMPOSSIBLE FOODS SINGAPORE PTE. LTD.,201810459K,,Singapore,Singapore,,,acra
H&H GOODS TRADER,53044597B,,Singapore,Singapore,,,acra
THE ASSEMBLAGE STUDIOWORKS PTE LTD,199406617M,,Singapore,Singapore,,,acra
ATREC PTE. LTD.,200604691W,,Singapore,Singapore,,,acra
ASPAC TRANSPORTATION PTE. LTD,197802760M,,Singapore,Singapore,,,acra
APPLICOT (SPORE) PTE. LTD.,201305375D,,Singapore,Singapore,,,acra
RAFFLES POLISHING PTE. LTD.,202004993M,,Singapore,Singapore,,,acra
EIGHT CAPITAL PTE. LTD.,202138561W,,Singapore,Singapore,,,acra
SPEAR CUTS BARBER PTE. LTD.,202400608W,,Singapore,Singapore,,,acra
GOODLUCK GARDEN SNACK BAR,33803800X,,Singapore,Singapore,,,acra
MATCH3STUDIO,53218234X,,Singapore,Singapore,,,acra
S-LITE (M & E) ENGINEERING PTE. LTD.,202446306D,,Singapore,Singapore,,,acra
FLUENT & INK,53004449L,,Singapore,Singapore,,,acra
MHT (I&E) ENGINEERING PTE. LTD.,201414405N,,Singapore,Singapore,,,acra
MAHAMERU HOLDING PTE. LTD.,201309031K,,Singapore,Singapore,,,acra
TEE YONG AND COMPANY,29080100A,,Singapore,Singapore,,,acra
MIRACLE DRIVE,53328819C,,Singapore,Singapore,,,acra
KWANG THAI FURNITURE CO,24933500W,,Singapore,Singapore,,,acra
N GRACE BUILDERS PTE. LTD.,202021446R,,Singapore,Singapore,,,acra
WANG CLEANING ENTERPRISE,52890827L,,Singapore,Singapore,,,acra
IP POLICY SERVICES LLP,T16LL1521C,,Singapore,Singapore,,,acra
SOFLY INTERIOR,53292762A,,Singapore,Singapore,,,acra
HINDPRAKASH (SINGAPORE) PTE. LTD.,200705097R,,Singapore,Singapore,,,acra
CHIN BEE FASHION,41166300C,,Singapore,Singapore,,,acra
HOMSAFE PRODUCTS AND AGENCIES,27234700X,,Singapore,Singapore,,,acra
TUSUKA TECHNOTRADE PTE. LTD.,201228115Z,,Singapore,Singapore,,,acra
MATH CLUB PTE. LTD.,201334722D,,Singapore,Singapore,,,acra
ESPACIO GROUP (S) PTE. LTD.,201100353G,,Singapore,Singapore,,,acra
ICTUS SINGAPORE PTE LTD,199605649D,,Singapore,Singapore,,,acra
BEAUTECH BUILDER,48194200M,,Singapore,Singapore,,,acra
CHAPTER 13 INTERIOR PTE. LTD.,201627872D,,Singapore,Singapore,,,acra
AX HOME & LIFESTYLE PTE. LTD.,202121258E,,Singapore,Singapore,,,acra
VOWELS PTE. LTD.,201705944R,,Singapore,Singapore,,,acra
IMASPEED PTE. LTD.,197801674W,,Singapore,Singapore,,,acra
ANEKA INTERNATIONAL,53075234D,,Singapore,Singapore,,,acra
FAMILY JOURNEY (SINGAPORE) LIMITED,201540690R,,Singapore,Singapore,,,acra
SHIN GEE GOLDSMITH & JEWELLERS PTE LTD,199002189K,,Singapore,Singapore,,,acra
DRAKOS PUMP FAR EAST,52900315E,,Singapore,Singapore,,,acra
MASTERPIECE INVESTMENT GROUP PTE. LTD.,202424116W,,Singapore,Singapore,,,acra
KONGSBERG (SINGAPORE) PTE. LTD.,197501082K,,Singapore,Singapore,,,acra
FAH PONG CONTRACTOR,31734200B,,Singapore,Singapore,,,acra
PRO-SUAN ENTERPRISE,33508500L,,Singapore,Singapore,,,acra
SIN GWEK KEE,26930300J,,Singapore,Singapore,,,acra
THE SKY CORPORATION PTE. LTD.,201914519D,,Singapore,Singapore,,,acra
VISIONFLOW PTE. LTD.,200717579R,,Singapore,Singapore,,,acra
TITON PTE LTD,199104218C,,Singapore,Singapore,,,acra
COLUMBUS NAVIGATION PTE. LTD.,198002633H,,Singapore,Singapore,,,acra
HI-HOME DECORATIONS,52896877K,,Singapore,Singapore,,,acra
AGENTFLO PTE. LTD.,202305885N,,Singapore,Singapore,,,acra
GENESIS 3 PTE. LTD.,200706703R,,Singapore,Singapore,,,acra
WHISPERER DESIGNS,53238064M,,Singapore,Singapore,,,acra
NEIGHBOURHOOD PTE. LTD.,202136463M,,Singapore,Singapore,,,acra
SHOE CONCIERGE MANAGMENT,53367676B,,Singapore,Singapore,,,acra
ARTZ HOLDINGS PTE. LTD.,200809473N,,Singapore,Singapore,,,acra
SUNFLAKES THERAPY SERVICES,53507486K,,Singapore,Singapore,,,acra
SIN CHENG YONG MOTOR TRADING CO,30413800B,,Singapore,Singapore,,,acra
TRIDXZ INVESTMENT HOLDING PTE. LTD.,201617002Z,,Singapore,Singapore,,,acra
JHMC HEALTH PTE. LTD.,202239615M,,Singapore,Singapore,,,acra
TRUTH COMPUTER SERVICE & TRADING,52837324B,,Singapore,Singapore,,,acra
PACTEC EQUIPMENT SERVICES PTE LTD,198500274W,,Singapore,Singapore,,,acra
AGROTECH ENGINEERING & TRADING,52843848D,,Singapore,Singapore,,,acra
ROCKBLUE MEDIA PTE. LTD.,202001940G,,Singapore,Singapore,,,acra
BINGGO CAPITAL PTE. LTD.,202014892E,,Singapore,Singapore,,,acra
AMERICAN INDUSTRIAL HOLDINGS PTE. LTD.,201410304D,,Singapore,Singapore,,,acra
MIAO YI SENG MINIMART,52837971B,,Singapore,Singapore,,,acra
TK RENOVATION DESIGN,53421018W,,Singapore,Singapore,,,acra
KNOT JUST BEADS,53075079A,,Singapore,Singapore,,,acra
FIDES WORLD PTE. LTD.,202021633Z,,Singapore,Singapore,,,acra
MODERN RENOVATION & BUILDING CONTRACTORS,35306800D,,Singapore,Singapore,,,acra
UNITE OCEAN ENTERPRISE PTE. LTD.,201731210C,,Singapore,Singapore,,,acra
MY MAID-MANPOWER SERVICE,53130008X,,Singapore,Singapore,,,acra
V2 ALLIANCE,52881152E,,Singapore,Singapore,,,acra
D P ENTERPRISE,52997346D,,Singapore,Singapore,,,acra
MICROSENSYS (ASIA) PTE LTD,199605822K,,Singapore,Singapore,,,acra
YMC GROUP,53231588W,,Singapore,Singapore,,,acra
SEATECH M&E PTE. LTD.,202303426W,,Singapore,Singapore,,,acra
FREEHEADHUNT.COM PTE. LTD.,200912736G,,Singapore,Singapore,,,acra
PURE NARD LLP,T11LL0104A,,Singapore,Singapore,,,acra
FRAGRANCES FROM AFAR PTE. LTD.,202337225W,,Singapore,Singapore,,,acra
SUKI BEAUTY STUDIO,53380788C,,Singapore,Singapore,,,acra
LONGBOW MEDICAL PTE. LTD.,202034284D,,Singapore,Singapore,,,acra
ELITE LOCK,53471179X,,Singapore,Singapore,,,acra
PRECISION SHELVING,52810299X,,Singapore,Singapore,,,acra
FORDATE ALPHA PTE. LTD.,201415837H,,Singapore,Singapore,,,acra
TSMC MANAGEMENT SERVICES PTE. LTD.,201435027R,,Singapore,Singapore,,,acra
SILVER MARITIME PTE. LTD.,201720537M,,Singapore,Singapore,,,acra
ALPH TRADING PTE. LTD.,202517912E,,Singapore,Singapore,,,acra
BRIDAL BAZAAR,43626000W,,Singapore,Singapore,,,acra
VN SHORI PTE. LTD.,202527380D,,Singapore,Singapore,,,acra
S T P FURNITURE,53174301B,,Singapore,Singapore,,,acra
JAYAM TOURS & TRAVELS PTE. LTD.,201526474G,,Singapore,Singapore,,,acra
STELLARSPACE,53473496X,,Singapore,Singapore,,,acra
PERFECT MAID AGENCY,53402810A,,Singapore,Singapore,,,acra
LK HOME SERVICE,53404221W,,Singapore,Singapore,,,acra
STAMFORD TYRES PTE LTD,196100130D,,Singapore,Singapore,,,acra
AKAMAI TECHNOLOGIES APJ PTE. LTD.,201127776N,,Singapore,Singapore,,,acra
FASHION FRONT,28374300W,,Singapore,Singapore,,,acra
DUE APPS LLP,T09LL1054H,,Singapore,Singapore,,,acra
IRONBOOK VENTURES PTE. LTD.,202349856E,,Singapore,Singapore,,,acra
LUBECA TECHNOLOGY (S) PTE. LTD.,200517547H,,Singapore,Singapore,,,acra
LOONG FUAT SYNERGY ENRAC HEALTH AND MEDICAL EXCHANGE CENTRE,53144969J,,Singapore,Singapore,,,acra
ELEMENTS MEDIA PTE LTD,199803468D,,Singapore,Singapore,,,acra
BLUSH ESSENTIALS,53246448J,,Singapore,Singapore,,,acra
GOH CHIN CHYE BUZZ KIOSK,53221271A,,Singapore,Singapore,,,acra
MADA CONSULTING PTE. LIMITED,200413739W,,Singapore,Singapore,,,acra
TOP SECURE ALARM LOCK,53255799M,,Singapore,Singapore,,,acra
MEGA FRAMEWORK PTE. LTD.,201529649C,,Singapore,Singapore,,,acra
MAO MAO RESTAURANT,53123715W,,Singapore,Singapore,,,acra
D-CONCEPT CREATION,53255713A,,Singapore,Singapore,,,acra
ECHELONIQ PTE. LTD.,202601866E,,Singapore,Singapore,,,acra
MOONWATER CONCEPTS,52859191J,,Singapore,Singapore,,,acra
TOPIARY BEANS,53347849M,,Singapore,Singapore,,,acra
GO!GETTERS EVENTS MANAGEMENT,53147249C,,Singapore,Singapore,,,acra
STATIONAT ENTERPRISE TRADING,53423877K,,Singapore,Singapore,,,acra
12 LOOPS,53340514M,,Singapore,Singapore,,,acra
MINDIGITAL TECHNOLOGY PTE. LTD.,202011686W,,Singapore,Singapore,,,acra
RAPID RISING INTERNATIONAL,52842035J,,Singapore,Singapore,,,acra
KEKWANPIN,53355668J,,Singapore,Singapore,,,acra
EMPRESS M PTE. LTD.,200004650N,,Singapore,Singapore,,,acra
SWARMS ENTERPRISE,51772500B,,Singapore,Singapore,,,acra
DEAL SHOP PTE. LTD.,201111006G,,Singapore,Singapore,,,acra
CHEN YEE TRADING,53084222W,,Singapore,Singapore,,,acra
LLOT PACIFIC PTE. LTD.,201922413H,,Singapore,Singapore,,,acra
A.T. CHEMICAL PTE LTD,199102385Z,,Singapore,Singapore,,,acra
PALADION CONSOLIDATED DEVELOPMENT,41613900X,,Singapore,Singapore,,,acra
SINCLAIR INTERNATIONAL SUPPLIER,22097800W,,Singapore,Singapore,,,acra
SIN TAT SENG AH THIAM FOOD SERVICES,53071280J,,Singapore,Singapore,,,acra
NORYANISMAYUS ENTERPRISE,48965900D,,Singapore,Singapore,,,acra
OKB SYSTEMAX (S) PTE LTD,198903752G,,Singapore,Singapore,,,acra
HARRY'S AQUA MART,52886209W,,Singapore,Singapore,,,acra
ELEGANT AUTO ACCESSORIES,29049400A,,Singapore,Singapore,,,acra
ASIAN DELIGHT,52999305L,,Singapore,Singapore,,,acra
THONG HUAT & COMPANY,02937200C,,Singapore,Singapore,,,acra
JAMIL MOVER PTE. LTD.,202609479D,,Singapore,Singapore,,,acra
REPO DEBT COLLECTION PTE. LTD.,201400263R,,Singapore,Singapore,,,acra
WELLINTON LEARNING SERVICES PTE. LTD.,200517874W,,Singapore,Singapore,,,acra
AGILEPULSE CONSULTING PRIVATE LIMITED,202420850Z,,Singapore,Singapore,,,acra
LEE TAT TIMBER (1989) ENTERPRISE,40600800X,,Singapore,Singapore,,,acra
BHAIRAVI COSMETICS,36780700M,,Singapore,Singapore,,,acra
JETSIS INTERNATIONAL PTE LTD,200008625R,,Singapore,Singapore,,,acra
TIPSO SPORTS PTE. LTD.,200305145K,,Singapore,Singapore,,,acra
PACIFIC INTEGRA TECHNOLOGIES,52981613W,,Singapore,Singapore,,,acra
BEST SG PTE. LTD.,201542710C,,Singapore,Singapore,,,acra
PASIR SUPPLY INDONESIA PTE LTD,198303952N,,Singapore,Singapore,,,acra
KPJ WORLD PTE. LTD.,201004343R,,Singapore,Singapore,,,acra
KHOON TRADING CO,32241700K,,Singapore,Singapore,,,acra
UNITY BRANDS PTE. LTD.,201429470H,,Singapore,Singapore,,,acra
SHIRDI CREATIONS,53255181L,,Singapore,Singapore,,,acra
SANVI EXOCHOS PTE. LTD.,201506436C,,Singapore,Singapore,,,acra
HIDDEN CRATE,53491406C,,Singapore,Singapore,,,acra
REXCON,53360230X,,Singapore,Singapore,,,acra
NJN DEFENSE SERVICES PTE. LTD.,201304638M,,Singapore,Singapore,,,acra
HOCK KENG RENOVATION WORKS,53061509J,,Singapore,Singapore,,,acra
GLORY PRECISION ENGINEERING SERVICES,53479743A,,Singapore,Singapore,,,acra
ISUNTEC INTERNATIONAL PTE. LTD.,202134694W,,Singapore,Singapore,,,acra
SEASON INTERIOR DECORATION CO,08228100M,,Singapore,Singapore,,,acra
EAGLE FISH AGENT,52840237D,,Singapore,Singapore,,,acra
LANDBERG ASSOCIATES,47695000K,,Singapore,Singapore,,,acra
DELI RESTAURANT PTE. LTD.,200609282Z,,Singapore,Singapore,,,acra
C.Y.P. CONSTRUCTION & ENGINEERING,52832603A,,Singapore,Singapore,,,acra
AVTAR MARKETING,52840327C,,Singapore,Singapore,,,acra
EMPLOYMENT CENTRE PTE. LTD.,201417319E,,Singapore,Singapore,,,acra
ISOGO MARINE ENGINEERING PTE. LTD.,201620604M,,Singapore,Singapore,,,acra
LIVING SEEDS PTE. LTD.,198801268R,,Singapore,Singapore,,,acra
PANA OFFICE SUPPLIES & SERVICES,52816625E,,Singapore,Singapore,,,acra
P' YAYA,53478832K,,Singapore,Singapore,,,acra
MANTA ECOMMERCE PTE. LTD.,202211372E,,Singapore,Singapore,,,acra
BRANFREY,53155646L,,Singapore,Singapore,,,acra
LUCKY ANGEL INVESTMENTS PTE. LTD.,202004284H,,Singapore,Singapore,,,acra
DEFARGO TRADING,46532200W,,Singapore,Singapore,,,acra
AURUM ADVISORY PTE. LTD.,202040032C,,Singapore,Singapore,,,acra
MAYLION INTERNATIONAL,52972229A,,Singapore,Singapore,,,acra
ASIA MARINE AQUARIUM & TRADING,43366800L,,Singapore,Singapore,,,acra
STYLES N SMILES PTE. LTD.,201912394H,,Singapore,Singapore,,,acra
CLOVERMARK ENTERPRISE,52873805D,,Singapore,Singapore,,,acra
SUNNY PRINTING,41428800M,,Singapore,Singapore,,,acra
KANE INVESTMENT SOLUTIONS CO PTE. LTD.,202109651C,,Singapore,Singapore,,,acra
AUTOSWIFT TRANSPORT SERVICES,53033881E,,Singapore,Singapore,,,acra
SIANG MENG FURNITURE,35915100X,,Singapore,Singapore,,,acra
TRADENET,53340424W,,Singapore,Singapore,,,acra
BLESSED ABUNDANCE TRANSIT,53326416B,,Singapore,Singapore,,,acra
LUCKY DESIGNS,52107300J,,Singapore,Singapore,,,acra
BABY STYLE ICON PTE. LTD.,201332044R,,Singapore,Singapore,,,acra
AUTOVISION MOTOR TRADING,52847468E,,Singapore,Singapore,,,acra
SEATOP CONSULTING PTE. LTD.,202218666N,,Singapore,Singapore,,,acra
FLOWER SOCIAL,53479051L,,Singapore,Singapore,,,acra
TRANZ  CONSULTING,53143769L,,Singapore,Singapore,,,acra
APPC CAPITAL SINGAPORE PRIVATE LIMITED,201512131R,,Singapore,Singapore,,,acra
ANYATWO PTE. LTD.,202300524C,,Singapore,Singapore,,,acra
AIGO LIVE PTE. LTD.,202105549R,,Singapore,Singapore,,,acra
MANDALE CONSULTANTS,52854688X,,Singapore,Singapore,,,acra
LEXUS ADVERTISING,52803200C,,Singapore,Singapore,,,acra
TAT LIP GENERAL CONTRACTOR,38052200D,,Singapore,Singapore,,,acra
TOMORROWX PTE. LTD.,201633526M,,Singapore,Singapore,,,acra
GREAT WORLD FUNERAL SERVICES,53021027D,,Singapore,Singapore,,,acra
TONG SENG (I & E) PTE LTD,198000008E,,Singapore,Singapore,,,acra
HEALTHCARE STAFFING SOLUTIONS PTE. LTD.,202215008D,,Singapore,Singapore,,,acra
3I-CARE (S) PTE. LTD.,200416346H,,Singapore,Singapore,,,acra
AUTOSPEED TRANSPORT,52948745D,,Singapore,Singapore,,,acra
KYOCERA ELECTRONIC DEVICES (S) PTE. LTD.,198903544G,,Singapore,Singapore,,,acra
SINGAPORE MENG NUO INTELLIGENT SUSPENSION PTE. LTD.,202448314G,,Singapore,Singapore,,,acra
PANG'S EDUCATION CLINIC,53169591C,,Singapore,Singapore,,,acra
AIK POH CO. (PTE.) LTD.,197200746W,,Singapore,Singapore,,,acra
HUP SENG STATIONERY CO,22584600D,,Singapore,Singapore,,,acra
JIXIANG TRADITIONAL FOOT MASSAGE,53185841C,,Singapore,Singapore,,,acra
ALLTRUST LEASING PTE. LTD.,200800073H,,Singapore,Singapore,,,acra
SILENTMERCH,53471213D,,Singapore,Singapore,,,acra
OMNISUPPORT PTE. LTD.,201011230E,,Singapore,Singapore,,,acra
GUNUNG HIJAU TRADING PTE. LTD.,198305529G,,Singapore,Singapore,,,acra
PLAN PUBLISHING PTE LTD,199201976M,,Singapore,Singapore,,,acra
ACELLFIE,53423901C,,Singapore,Singapore,,,acra
EASTERN MATER GROUP PTE. LTD.,202437078H,,Singapore,Singapore,,,acra
ELEMENT LAND PTE. LTD.,201827076W,,Singapore,Singapore,,,acra
CKNEO TRADING SERVICES,52925865W,,Singapore,Singapore,,,acra
ECON LUCK TRADING,45989300M,,Singapore,Singapore,,,acra
TECK LEONG TRADING,36706300W,,Singapore,Singapore,,,acra
HATRA PTE. LTD.,201536144D,,Singapore,Singapore,,,acra
MARI-TECH SERVICES,53009869E,,Singapore,Singapore,,,acra
BEE NASI PADANG,25574700D,,Singapore,Singapore,,,acra
WAH LEE HUNG TRADING CO,08195400W,,Singapore,Singapore,,,acra
TAYYIB VENTURES PTE. LTD.,202524272H,,Singapore,Singapore,,,acra
SUN COMPONENTS PTE LTD,199002297R,,Singapore,Singapore,,,acra
SEAHAWK CAPITAL PTE. LTD.,200300866G,,Singapore,Singapore,,,acra
PARK PTE. LTD.,201615349W,,Singapore,Singapore,,,acra
YY8 MARKETING PTE. LTD.,202335299W,,Singapore,Singapore,,,acra
FBPL PRIVATE LIMITED,201414470H,,Singapore,Singapore,,,acra
GREENGREAT INTERNATIONAL PTE. LTD.,202315455R,,Singapore,Singapore,,,acra
TLB BULLION & FUTURES PTE LTD,198100098D,,Singapore,Singapore,,,acra
UNION EXPRESS SERVICES PTE. LTD.,200206356R,,Singapore,Singapore,,,acra
YSLU TRADING,52931654D,,Singapore,Singapore,,,acra
TIMELESS REJEUNE PTE. LTD.,201842363K,,Singapore,Singapore,,,acra
AUTHENTIC CUISINE PTE. LTD.,200922926C,,Singapore,Singapore,,,acra
UPSENSE PTE. LTD.,202407684K,,Singapore,Singapore,,,acra
K DIGITAL MEDIA PTE. LTD.,202132334E,,Singapore,Singapore,,,acra
ROYAL SPOON PTE. LTD.,201507440E,,Singapore,Singapore,,,acra
LEGEND TRADING ENTERPRISE,53221256L,,Singapore,Singapore,,,acra
